movie,year,numberofwords,time,toptenwords
MissionImpossibleIIsrt,2000,6287,118.45mins,"['do', 'your', 'm', 've', 're', 'are', 'up', 'got', 'know', 'chimera']"
ThePerfectStormsrt,2000,7568,122.45mins,"['re', 'come', 'out', 'your', 'up', 'go', 'm', 'do', 'got', 'll']"
Trafficsrt,2000,11996,140.04mins,"['re', 'your', 'they', 'are', 'm', 'do', 'know', 'want', 'out', 'so']"
WhatLiesBeneathsrt,2000,7054,115.91mins,"['y', 'm', 'claire', 're', 'norman', 'know', 'do', 'just', 'are', 'with']"
WhatWomenWantsrt,2000,14697,126.46mins,"['m', 'so', 'know', 'do', 'just', 're', 'are', 'here', 'ok', 'with']"
XMensrt,2000,0,0.00mins,[]
ABeautifulMindsrt,2001,9320,133.70mins,"['john', 'm', 'are', 'your', 'know', 'do', 'with', 'there', 'but', 're']"
GosfordParksrt,2001,13556,128.59mins,"['him', 'do', 'm', 'mr', 'they', 'your', 'with', 'll', 'are', 'if']"
Hannibal20011080pBluRayx264iKAENGsrt,2001,9457,126.96mins,"['your', 'with', 'do', 'm', 'are', 'clarice', 'think', 'they', 'if', 'll']"
HarryPotterandtheSorcerersStonesrt,2001,8900,143.37mins,"['harry', 'your', 'there', 'do', 're', 'but', 'are', 'know', 'up', 'one']"
IntheBedroomsrt,2001,8177,125.65mins,"['him', 'know', 'do', 're', 'with', 'just', 'there', 'they', 'right', 'go']"
JurassicParkIIIsrt,2001,4975,83.72mins,"['they', 'are', 're', 'here', 'm', 'grant', 'dr', 'do', 'eric', 'know']"
MonstersIncsrt,2001,9749,92.16mins,"['hey', 're', 'come', 'uh', 'here', 'go', 'there', 'm', 'now', 'boo']"
MoulinRougesrt,2001,8887,127.78mins,"['love', 'will', 'with', 'duke', 'but', 'satine', 'yes', 'll', 'singing', 'christian']"
OceansElevensrt,2001,8413,116.54mins,"['re', 'your', 'do', 'm', 'they', 'out', 'with', 'at', 'll', 'got']"
PearlHarborsrt,2001,14763,176.41mins,"['re', 'm', 'go', 'they', 'come', 'your', 'there', 'right', 'do', 'got']"
PlanetoftheApessrt,2001,4670,114.92mins,"['they', 're', 'them', 'your', 'll', 'come', 'm', 'with', 'are', 'him']"
Shreksrt,2001,7710,79.53mins,"['m', 'shrek', 'know', 'do', 'are', 'there', 'but', 'right', 'princess', 'your']"
TheLordoftheRingsTheFellowshipoftheRingsrt,2001,11906,200.15mins,"['frodo', 'ring', 'will', 'are', 'one', 'do', 'there', 'but', 'your', 'they']"
TheMummyReturnssrt,2001,5650,121.69mins,"['your', 'do', 'know', 're', 'him', 'are', 'if', 'here', 'go', 'm']"
Chicagosrt,2002,13240,105.59mins,"['m', 'your', 'they', 'd', 'but', 'know', 're', 'so', 'do', 'roxie']"
DieAnotherDaysrt,2002,5776,126.96mins,"['your', 'bond', 're', 'mr', 'm', 'with', 'come', 'do', 'now', 'so']"
GangsofNewYorksrt,2002,7453,84.59mins,"['your', 're', 'they', 'do', 'with', 'here', 'go', 'good', 'are', 'but']"
HarryPotterandtheChamberofSecretssrt,2002,10780,149.83mins,"['harry', 'but', 'll', 'your', 'go', 'dobby', 'potter', 'are', 'do', 're']"
IceAgesrt,2002,4822,73.46mins,"['m', 'hey', 'll', 'him', 're', 'look', 'come', 'up', 'just', 'know']"
MeninBlackIIsrt,2002,7529,77.22mins,"['re', 'your', 'm', 'here', 'kay', 'light', 'they', 'got', 'one', 'are']"
MinorityReportsrt,2002,12781,137.09mins,"['john', 'do', 'm', 'your', 'they', 're', 'with', 'are', 'now', 'know']"
MyBigFatGreekWeddingsrt,2002,6657,95.09mins,"['l', 're', 'go', 'greek', 'okay', 'so', 'do', 'your', 'lt', 'toula']"
Signssrt,2002,6376,99.45mins,"['they', 're', 'are', 'there', 'just', 'your', 'm', 'know', 'with', 'them']"
SpiderMansrt,2002,7995,115.35mins,"['m', 'your', 're', 'there', 'up', 'man', 'him', 'know', 'spider', 'll']"
StarWarsEpisodeIIAttackoftheClonessrt,2002,8298,128.46mins,"['your', 'master', 'are', 'will', 'do', 'm', 'jedi', 'with', 'but', 're']"
TheHourssrt,2002,7474,105.62mins,"['do', 'm', 'know', 're', 'are', 'yes', 'your', 'come', 'so', 'think']"
TheLordoftheRingsTheTwoTowerssrt,2002,6082,102.15mins,"['they', 'will', 'are', 'your', 'him', 'us', 'there', 'them', 'come', 'do']"
ThePianistsrt,2002,6489,140.96mins,"['they', 'do', 're', 'are', 'll', 'm', 'here', 'come', 'with', 'out']"
BadBoysII2003720pBluRayX264AMIABLEsrt,2003,14450,141.53mins,"['got', 'your', 'shit', 'up', 'm', 'know', 're', 'do', 'out', 'go']"
BruceAlmightysrt,2003,10405,91.60mins,"['m', 'bruce', 'okay', 'are', 'just', 'do', 'know', 'yeah', 'with', 'right']"
FindingNemosrt,2003,10592,92.47mins,"['m', 're', 'nemo', 'there', 'do', 'hey', 'ha', 'aah', 'ok', 'here']"
LostinTranslationsrt,2003,6559,99.50mins,"['yeah', 'know', 'just', 'okay', 'm', 'so', 'your', 're', 'good', 'are']"
MasterandCommanderTheFarSideoftheWorldsrt,2003,8466,138.27mins,"['mr', 'your', 'there', 'll', 'up', 'they', 're', 'will', 'us', 'as']"
MysticRiversrt,2003,12334,131.86mins,"['yeah', 'him', 'dave', 'know', 'your', 'about', 'so', 'just', 'with', 'they']"
PiratesoftheCaribbeanTheCurseoftheBlackPearlsrt,2003,9009,133.15mins,"['your', 're', 'with', 'one', 'are', 'jack', 'ship', 've', 'will', 'do']"
Seabiscuitsrt,2003,9463,139.36mins,"['him', 'just', 'come', 'horse', 'yeah', 'do', 'there', 'know', 'right', 'll']"
Terminator3RiseoftheMachinessrt,2003,4598,97.66mins,"['your', 'there', 'are', 'go', 're', 'm', 'do', 'skynet', 'down', 'here']"
TheLastSamuraisrt,2003,5951,147.76mins,"['l', 'your', 'will', 'are', 'they', 'do', 'his', 'him', 'with', 'samurai']"
TheLordoftheRingsTheReturnoftheKingsrt,2003,10169,246.82mins,"['will', 'come', 'are', 'your', 'there', 'frodo', 'do', 'they', 'him', 'now']"
TheMatrixReloadedsrt,2003,8839,137.38mins,"['are', 'do', 'here', 'but', 'there', 're', 'one', 'know', 'if', 'they']"
TheMatrixRevolutionssrt,2003,7533,119.90mins,"['do', 'know', 'are', 'but', 'here', 'if', 'there', 're', 'as', 'see']"
XMen2srt,2003,6910,125.01mins,"['are', 're', 'there', 'do', 'your', 'they', 'm', 'll', 'know', 'one']"
FindingNeverlandsrt,2004,0,0.00mins,[]
HarryPotterandthePrisonerofAzkabansrt,2004,9812,135.38mins,"['harry', 'your', 'come', 'do', 'now', 'him', 'are', 'll', 'with', 'they']"
MeettheFockerssrt,2004,13860,113.36mins,"['jack', 're', 'your', 'm', 'ok', 'so', 'are', 'little', 'yeah', 'know']"
MillionDollarBabysrt,2004,11712,127.03mins,"['your', 'got', 'just', 'do', 're', 'good', 'll', 'm', 'one', 'right']"
OceansTwelvesrt,2004,11396,118.94mins,"['re', 'with', 'm', 'know', 'do', 'your', 'out', 'so', 'him', 'how']"
Raysrt,2004,19044,150.61mins,"['ray', 'm', 'right', 'know', 'your', 'do', 'got', 're', 'yeah', 'now']"
SharkTalesrt,2004,10338,78.15mins,"['l', 'm', 're', 'oscar', 'your', 'right', 'here', 'lenny', 'hey', 'do']"
Shrek2srt,2004,8484,81.63mins,"['shrek', 'm', 'fiona', 'your', 'love', 'are', 'with', 'll', 'just', 'do']"
Sidewayssrt,2004,12203,122.97mins,"['yeah', 'know', 'just', 'm', 'miles', 'uh', 're', 'so', 'right', 'your']"
SpiderMan2srt,2004,7661,130.11mins,"['m', 'your', 're', 'man', 'do', 'but', 'spider', 'him', 'know', 'about']"
TheAviatorsrt,2004,16533,163.53mins,"['howard', 'do', 'are', 'right', 'm', 'hughes', 're', 'now', 'with', 'mr']"
TheDayAfterTomorrowsrt,2004,9381,115.18mins,"['are', 're', 'just', 'there', 'here', 'm', 'right', 've', 'do', 'sam']"
TheIncrediblessrt,2004,9621,107.82mins,"['m', 're', 'do', 'are', 'know', 'your', 'bob', 'll', 'go', 'now']"
ThePassionoftheChristsrt,2004,2866,114.19mins,"['him', 'your', 'do', 'man', 'are', 'who', 'go', 'from', 'let', 'if']"
Troysrt,2004,7544,156.08mins,"['your', 'will', 'they', 'troy', 'll', 'fight', 're', 'him', 'are', 'them']"
BatmanBeginssrt,2005,9617,130.79mins,"['your', 'are', 'but', 'they', 're', 'do', 'wayne', 'about', 'here', 'who']"
BrokebackMountainsrt,2005,8172,127.76mins,"['come', 'here', 'up', 'got', 'know', 'there', 'your', 'yeah', 'with', 'll']"
Capotesrt,2005,7700,107.25mins,"['your', 'know', 'm', 'they', 'him', 're', 'about', 'so', 'if', 'with']"
CharlieandtheChocolateFactorysrt,2005,8172,108.72mins,"['wonka', 'they', 'one', 'but', 'do', 'chocolate', 'just', 'are', 're', 'so']"
Crashsrt,2005,10010,109.90mins,"['your', 'okay', 'do', 'm', 'just', 'gonna', 'man', 're', 'right', 'think']"
GoodNightandGoodLucksrt,2005,11007,87.45mins,"['with', 'are', 'if', 'his', 'they', 'know', 'who', 'do', 're', 'mccarthy']"
HarryPotterandtheGobletofFiresrt,2005,9776,157.06mins,"['harry', 'your', 'are', 'know', 'do', 'now', 'but', 'potter', 'there', 'right']"
Hitchsrt,2005,11357,112.60mins,"['m', 'just', 'so', 'know', 're', 'do', 'your', 'right', 'but', 'with']"
KingKongsrt,2005,7739,190.11mins,"['come', 'm', 're', 'there', 'up', 'out', 'ann', 'go', 'just', 'do']"
Madagascarsrt,2005,8332,80.91mins,"['alex', 're', 'm', 'come', 'marty', 'here', 'are', 'just', 'do', 'go']"
MrMrsSmithsrt,2005,0,0.00mins,[]
Munichsrt,2005,11634,155.73mins,"['are', 're', 'your', 'they', 'do', 'know', 'but', 'm', 'with', 'who']"
StarWarsEpisodeIIIRevengeoftheSithsrt,2005,7688,125.24mins,"['will', 'your', 'jedi', 'are', 'master', 'do', 're', 'anakin', 'with', 'chancellor']"
TheChroniclesofNarniaTheLiontheWitchandtheWardrobesrt,2005,6667,133.06mins,"['your', 'but', 're', 'm', 'come', 'are', 'lucy', 'peter', 'here', 'edmund']"
WaroftheWorldssrt,2005,7429,109.60mins,"['okay', 'go', 're', 'back', 'here', 'there', 'just', 'robbie', 'm', 'your']"
Babelsrt,2006,6584,133.55mins,"['are', 'your', 're', 'they', 'do', 'm', 'here', 'them', 'but', 'there']"
Carssrt,2006,12286,115.77mins,"['re', 'yeah', 'm', 'know', 'hey', 'mcqueen', 'go', 'here', 'your', 'lightning']"
CasinoRoyalesrt,2006,6764,140.45mins,"['your', 'm', 'do', 'bond', 'so', 're', 'll', 'if', 'one', 'with']"
HappyFeetsrt,2006,9521,108.50mins,"['your', 're', 'mumble', 'so', 'they', 'come', 'there', 'do', 'go', 'yeah']"
IceAgeTheMeltdownsrt,2006,5269,83.47mins,"['re', 'do', 'come', 'm', 'go', 'manny', 'your', 'ok', 'just', 'there']"
LettersfromIwoJimasrt,2006,6091,134.07mins,"['are', 'your', 'will', 'they', 'there', 'but', 'with', 'here', 'from', 'our']"
LittleMissSunshinesrt,2006,10433,102.38mins,"['okay', 're', 'm', 'olive', 'go', 'here', 'richard', 'yeah', 'right', 'your']"
MissionImpossibleIIIsrt,2006,8962,118.42mins,"['m', 'know', 'ethan', 'going', 'do', 're', 'your', 'just', 'okay', 'got']"
NightattheMuseumsrt,2006,8673,105.01mins,"['hey', 'm', 'right', 'yeah', 'okay', 'your', 'do', 'larry', 're', 'just']"
PiratesoftheCaribbeanDeadMansChestsrt,2006,8893,140.98mins,"['jack', 'do', 'your', 'will', 'as', 'there', 'with', 'captain', 're', 'know']"
SupermanReturnssrt,2006,6888,154.29mins,"['are', 're', 'your', 'know', 'm', 'superman', 'but', 'lois', 'do', 'so']"
TheDaVinciCodesrt,2006,12383,166.19mins,"['are', 'your', 'do', 'his', 'but', 'they', 'grail', 'know', 'yes', 'with']"
TheDepartedsrt,2006,15050,143.97mins,"['fucking', 'do', 'know', 'your', 'right', 'm', 're', 'yeah', 'are', 'got']"
TheQueensrt,2006,9258,92.68mins,"['they', 'one', 'yes', 'at', 'am', 'your', 'people', 'ma', 'with', 'think']"
XMenTheLastStandsrt,2006,5602,104.15mins,"['re', 'jean', 'know', 'cure', 'your', 'do', 'with', 'are', 'm', 'us']"
300srt,2007,6027,116.52mins,"['your', 'will', 'king', 'his', 'as', 'our', 'but', 'with', 'leonidas', 'do']"
Atonementsrt,2007,6886,120.01mins,"['do', 'your', 'm', 'yes', 're', 'so', 'him', 'are', 'they', 'll']"
HarryPotterandtheOrderofthePhoenixsrt,2007,8948,127.92mins,"['harry', 'your', 're', 'm', 've', 'are', 'just', 'but', 'do', 'if']"
IAmLegendsrt,2007,4528,99.43mins,"['re', 'go', 'm', 'sam', 'come', 'right', 'are', 'okay', 'there', 'your']"
Junosrt,2007,9085,90.39mins,"['m', 'just', 'your', 're', 'know', 'with', 'yeah', 'are', 'do', 'they']"
MichaelClaytonsrt,2007,12881,119.88mins,"['re', 'm', 'know', 'they', 'there', 'are', 'do', 'just', 'got', 'here']"
NationalTreasureBookofSecretssrt,2007,11280,118.34mins,"['re', 'go', 'm', 'here', 'so', 'are', 'out', 'know', 'right', 'one']"
NoCountryForOldMen2007BluRay1080pDTSx264dxvadrealiTENGsrt,2007,11370,171.52mins,"['know', 'do', 'there', 'him', 'out', 'your', 'how', 'just', 'got', 'm']"
PiratesoftheCaribbeanAtWorldsEndsrt,2007,9708,167.46mins,"['your', 'will', 'there', 'with', 'captain', 'jack', 're', 'are', 'but', 'ship']"
Ratatouillesrt,2007,10312,102.50mins,"['know', 'are', 'but', 'chef', 'your', 'do', 'm', 're', 'gusteau', 'with']"
ShrektheThirdsrt,2007,7138,85.25mins,"['your', 'm', 'shrek', 're', 'but', 'know', 'with', 'just', 'do', 'so']"
SpiderMan3srt,2007,7163,131.92mins,"['m', 'know', 'your', 'man', 'just', 'are', 'right', 'about', 'hey', 'do']"
TheSimpsonsMoviesrt,2007,6728,83.00mins,"['m', 'your', 'do', 're', 'but', 'are', 'out', 'just', 'with', 'know']"
ThereWillBeBloodsrt,2007,10089,151.89mins,"['here', 'your', 'do', 'there', 'yes', 'm', 'are', 'with', 'll', 'daniel']"
Transformerssrt,2007,14475,136.01mins,"['right', 'okay', 're', 'here', 'm', 'know', 'your', 'got', 'are', 'out']"
FrostNixonsrt,2008,7900,56.17mins,"['know', 'nixon', 'president', 're', 'david', 'now', 'so', 'they', 'with', 'but']"
Hancocksrt,2008,8079,96.31mins,"['right', 're', 'hancock', 'm', 'your', 'know', 'are', 'do', 'good', 'up']"
IndianaJonesandtheKingdomoftheCrystalSkullsrt,2008,7227,117.75mins,"['your', 'go', 'they', 'ox', 're', 'come', 'just', 'know', 'were', 'with']"
IronMansrt,2008,11063,125.81mins,"['m', 're', 'do', 'tony', 'okay', 'your', 'just', 'right', 'with', 'got']"
KungFuPandasrt,2008,6093,90.62mins,"['master', 'warrior', 'dragon', 're', 'are', 'm', 'your', 'but', 'just', 'will']"
MadagascarEscape2Africasrt,2008,8596,84.78mins,"['m', 're', 'your', 'do', 'are', 'out', 'll', 'right', 'up', 'here']"
MammaMiasrt,2008,11953,101.37mins,"['know', 'm', 'your', 're', 'do', 'here', 'are', 'so', 'donna', 'but']"
Milksrt,2008,14523,122.17mins,"['re', 'are', 'harvey', 'they', 'just', 'm', 'gay', 'out', 'know', 'do']"
QuantumofSolacesrt,2008,6500,103.30mins,"['do', 'know', 're', 'your', 'are', 'about', 'him', 'greene', 'so', 'with']"
SlumdogMillionairesrt,2008,6353,111.38mins,"['jamal', 'go', 'come', 'are', 'your', 'know', 'salim', 'who', 'here', 'd']"
TheChroniclesofNarniaPrinceCaspiansrt,2008,6029,139.53mins,"['your', 'are', 're', 'do', 'him', 'they', 'us', 'there', 'will', 'm']"
TheCuriousCaseofBenjaminButtonsrt,2008,12939,158.78mins,"['m', 're', 'with', 'had', 'are', 'there', 'your', 'know', 'do', 'come']"
TheDarkKnightsrt,2008,13628,152.17mins,"['re', 'your', 'm', 'they', 'know', 'do', 'with', 'harvey', 'are', 'him']"
TheReadersrt,2008,5853,115.61mins,"['m', 'do', 'your', 'were', 'with', 're', 'there', 'know', 'are', 'yes']"
WALLEsrt,2008,4287,98.13mins,"['e', 'wall', 'your', 'whoa', 'down', 'earth', 'out', 're', 'uh', 'go']"
2012srt,2009,12761,147.83mins,"['re', 'are', 'go', 'your', 'there', 'm', 'they', 'come', 'do', 'okay']"
ASeriousMansrt,2009,3884,53.30mins,"['larry', 'm', 'sy', 'know', 'yes', 'out', 'so', 'at', 'are', 'they']"
AnEducationsrt,2009,9581,92.08mins,"['re', 'm', 'jenny', 'do', 'know', 'just', 'go', 'one', 'if', 'your']"
AngelsDemonssrt,2009,9179,125.46mins,"['are', 'church', 'but', 'vatican', 'here', 'they', 'with', 'your', 'there', 'will']"
Avatarsrt,2009,9644,153.84mins,"['color', 'font', 'fcf', 're', 'go', 'they', 'jake', 'your', 'there', 'yeah']"
District9srt,2009,9326,100.30mins,"['are', 'go', 'there', 'just', 'here', 'they', 'fuck', 'him', 'your', 'gonna']"
HarryPotterandtheHalfBloodPrincesrt,2009,10002,143.14mins,"['your', 'know', 'harry', 'm', 'but', 'do', 'are', 'one', 're', 'just']"
IceAgeDawnoftheDinosaurssrt,2009,5104,83.53mins,"['your', 'm', 'sid', 're', 'just', 'okay', 'here', 'are', 'do', 'they']"
InglouriousBasterdssrt,2009,6550,152.50mins,"['your', 'if', 'they', 're', 'with', 'but', 'german', 'going', 'm', 'now']"
PreciousBasedontheNovelPushbySapphiresrt,2009,10198,103.17mins,"['your', 'm', 'know', 'do', 'gonna', 'precious', 're', 'so', 'up', 'about']"
SherlockHolmessrt,2009,9519,120.53mins,"['your', 'holmes', 'are', 'with', 're', 've', 'his', 'as', 'there', 'him']"
TheBlindSidesrt,2009,12715,124.37mins,"['michael', 'y', 'go', 'your', 'come', 'do', 'alright', 'him', 'here', 'got']"
TheHangover2009DVDSCRMAXSPEEDwwwtorentz3xforumroensrt,2009,11418,95.97mins,"['re', 'm', 'just', 'do', 'doug', 'out', 'there', 'up', 'are', 'know']"
TheHurtLockersrt,2009,7934,120.33mins,"['got', 'right', 'aii', 'man', 'go', 'yeah', 'm', 're', 'your', 'here']"
TheTwilightSagaNewMoonsrt,2009,8736,130.38mins,"['l', 'm', 'bella', 'your', 're', 'do', 'just', 'know', 'go', 'so']"
TransformersRevengeoftheFallensrt,2009,14420,143.29mins,"['re', 'your', 'm', 'right', 'go', 'got', 'okay', 'know', 'with', 'now']"
UpintheAirsrt,2009,11067,106.55mins,"['your', 'm', 're', 'know', 'do', 'just', 'they', 'are', 'so', 'about']"
Upsrt,2009,5817,88.88mins,"['there', 'your', 'are', 'here', 'kevin', 'go', 'bird', 'hey', 'do', 'russell']"
127Hourssrt,2010,2249,88.57mins,"['aron', 'here', 'do', 'are', 'there', 're', 'm', 've', 'but', 'if']"
AliceinWonderlandsrt,2010,6693,107.28mins,"['alice', 'your', 'm', 're', 'do', 'with', 'so', 'but', 'will', 'if']"
BlackSwansrt,2010,4656,102.35mins,"['nina', 'so', 'm', 'come', 'just', 'okay', 'go', 'your', 're', 'are']"
DespicableMesrt,2010,5487,90.62mins,"['are', 'okay', 'go', 'm', 'gru', 'but', 'will', 're', 'right', 'do']"
HarryPotterandtheDeathlyHallowsPart1srt,2010,9012,132.08mins,"['harry', 'hermione', 'are', 'ron', 'your', 'him', 're', 'there', 'where', 'one']"
HowtoTrainYourDragonsrt,2010,5992,88.86mins,"['hiccup', 're', 'dragon', 'your', 'm', 'll', 'one', 'so', 'out', 'with']"
Inceptionsrt,2010,12594,148.11mins,"['re', 'do', 'your', 'know', 'right', 'with', 'm', 'dream', 'there', 'but']"
IronMan2srt,2010,11910,124.32mins,"['m', 'do', 'your', 're', 'are', 'here', 'know', 'just', 'got', 'stark']"
ShrekForeverAftersrt,2010,7353,89.31mins,"['your', 'shrek', 'know', 'fiona', 'ogre', 'do', 'm', 'day', 'are', 'but']"
Tangledsrt,2010,7297,91.16mins,"['m', 'rapunzel', 'just', 'mother', 'your', 'know', 'so', 've', 'here', 'do']"
TheFightersrt,2010,13155,111.32mins,"['right', 'micky', 'going', 'got', 're', 'fucking', 'him', 'your', 'm', 'know']"
TheKidsAreAllRightsrt,2010,10568,101.84mins,"['yeah', 'know', 'just', 'm', 'okay', 'so', 'do', 'hey', 're', 'right']"
TheKingsSpeechsrt,2010,8820,110.56mins,"['your', 'm', 'with', 'do', 'will', 'are', 'king', 're', 'at', 'know']"
TheSocialNetworksrt,2010,17271,117.15mins,"['m', 're', 'they', 'with', 'do', 'know', 'your', 'about', 'at', 'mark']"
TheTwilightSagaEclipsesrt,2010,9288,123.67mins,"['re', 'm', 'll', 'know', 'they', 'but', 'your', 'just', 'if', 'do']"
ToyStory3srt,2010,8537,102.62mins,"['re', 'here', 'come', 'll', 'hey', 'out', 'your', 'woody', 'but', 'buzz']"
TrueGritsrt,2010,11775,105.92mins,"['will', 'him', 'your', 'with', 'do', 'chaney', 'his', 'if', 'm', 'there']"
WintersBonesrt,2010,6091,93.91mins,"['know', 'your', 'him', 'ain', 'do', 're', 'here', 'up', 'now', 'there']"
Cars2srt,2011,12789,98.23mins,"['mcqueen', 'mater', 're', 'there', 'here', 'but', 'your', 'are', 'just', 'they']"
ExtremelyLoudIncrediblyClosesrt,2011,6212,65.29mins,"['know', 'are', 'there', 'do', 'm', 'but', 'oskar', 'him', 'if', 'an']"
FastFivesrt,2011,7885,124.27mins,"['re', 'got', 'going', 'know', 'they', 'right', 'do', 'up', 'yeah', 'man']"
HarryPotterandtheDeathlyHallowsPart2srt,2011,5967,117.58mins,"['harry', 'do', 'him', 'there', 'who', 'know', 'come', 'voldemort', 'but', 'if']"
Hugosrt,2011,6293,119.84mins,"['your', 'll', 'one', 'with', 'do', 'but', 'come', 'they', 'there', 'are']"
KungFuPanda2srt,2011,5722,90.40mins,"['your', 'po', 'do', 'are', 'but', 'here', 'shen', 'did', 're', 'there']"
MidnightinParissrt,2011,12131,90.27mins,"['m', 'know', 'but', 're', 'with', 'yeah', 'do', 'just', 'yes', 'are']"
MissionImpossibleGhostProtocolsrt,2011,7220,126.28mins,"['re', 'm', 'your', 'know', 'but', 'do', 'are', 'him', 'ethan', 'just']"
Moneyballsrt,2011,13544,127.17mins,"['re', 'do', 'm', 'billy', 'are', 'at', 'with', 'yeah', 'just', 'know']"
PiratesoftheCaribbeanOnStrangerTidessrt,2011,8386,127.44mins,"['your', 'one', 'jack', 'will', 'but', 'there', 'do', 'are', 'aye', 'with']"
TheArtistsrt,2011,857,77.78mins,"['george', 'miller', 're', 'm', 'now', 'talk', 'valentin', 'one', 'peppy', 'make']"
TheDescendantssrt,2011,10481,109.43mins,"['just', 'do', 'your', 'with', 'm', 'know', 're', 'go', 'right', 'going']"
TheHangoverPartIIsrt,2011,11989,101.77mins,"['stu', 'alan', 'm', 're', 'do', 'teddy', 'just', 'him', 'your', 'know']"
TheHelpsrt,2011,12395,138.20mins,"['miss', 'm', 'just', 'your', 'do', 'about', 'know', 'with', 'right', 'now']"
TheSmurfssrt,2011,10565,96.33mins,"['smurf', 're', 'come', 'go', 'm', 'here', 'hey', 'papa', 'are', 'smurfs']"
TheTreeofLifesrt,2011,2794,131.03mins,"['do', 'your', 're', 'are', 'come', 'him', 'see', 'want', 'did', 'they']"
TheTwilightSagaBreakingDawnPart1srt,2011,6733,116.90mins,"['l', 'bella', 'm', 'll', 're', 'your', 'just', 'do', 'will', 'if']"
TransformersDarkoftheMoonsrt,2011,14881,146.61mins,"['re', 'are', 'your', 'here', 'm', 'they', 'out', 'got', 'do', 'go']"
WarHorsesrt,2011,8561,138.01mins,"['him', 'll', 'your', 'come', 'there', 'horse', 'are', 're', 'at', 'joey']"
Amoursrt,2012,6258,117.82mins,"['do', 'your', 'but', 'yes', 'll', 'm', 'know', 'if', 'come', 'there']"
Argosrt,2012,9611,111.54mins,"['they', 're', 'are', 'out', 'if', 'them', 'go', 'at', 'm', 'do']"
BeastsoftheSouthernWildsrt,2012,4562,87.58mins,"['come', 'gonna', 'here', 'm', 'go', 'got', 'your', 'they', 'man', 're']"
DjangoUnchainedsrt,2012,13747,161.99mins,"['your', 'now', 'they', 'here', 'nigger', 'with', 'm', 'do', 'know', 'there']"
IceAgeContinentalDriftsrt,2012,6118,78.63mins,"['re', 'your', 'm', 'granny', 'go', 'there', 'know', 'with', 'hey', 'just']"
LesMisérablessrt,2012,12159,149.68mins,"['your', 'there', 'will', 'll', 'here', 'with', 'know', 'at', 'are', 'day']"
LifeofPisrt,2012,6881,118.68mins,"['but', 'so', 'his', 'him', 'with', 'your', 'are', 'god', 'richard', 'parker']"
Lincolnsrt,2012,14483,141.17mins,"['thе', 'ι', 'tо', 'yоu', 'оf', 'ѕ', 'аnd', 'а', 'thаt', 'wе']"
Madagascar3EuropesMostWantedsrt,2012,10852,85.13mins,"['font', 'color', 'dd', 'circus', 'do', 're', 'm', 'are', 'go', 'da']"
MeninBlack3srt,2012,9562,98.07mins,"['k', 'your', 'm', 'know', 'do', 'right', 're', 'just', 'boris', 'll']"
SilverLiningsPlaybooksrt,2012,17105,117.84mins,"['m', 'know', 'do', 're', 'are', 'with', 'just', 'your', 'about', 'yeah']"
Skyfallsrt,2012,6937,137.76mins,"['your', 're', 'are', 'do', 'm', 'they', 'so', 'll', 'now', 'there']"
TheAmazingSpiderMansrt,2012,11162,134.63mins,"['font', 'color', 'dd', 'm', 'man', 'know', 'peter', 'okay', 'your', 'right']"
TheAvengerssrt,2012,11398,130.25mins,"['are', 're', 'they', 'out', 'your', 'know', 'm', 'got', 'there', 'loki']"
TheDarkKnightRisessrt,2012,13797,164.50mins,"['your', 'bane', 'wayne', 'they', 're', 'but', 'there', 'do', 'out', 'm']"
TheHobbitAnUnexpectedJourneysrt,2012,10757,164.07mins,"['are', 'they', 'come', 'us', 'do', 'there', 'them', 'yes', 're', 'm']"
TheHungerGamessrt,2012,6829,132.57mins,"['they', 'okay', 'your', 'go', 're', 'm', 'just', 'are', 'know', 'there']"
TheTwilightSagaBreakingDawnPart2srt,2012,5153,102.28mins,"['yоu', 'ι', 'tо', 'ѕ', 'thе', 'wе', 'а', 'thаt', 'іt', 'whаt']"
ZeroDarkThirtysrt,2012,12209,149.01mins,"['re', 'know', 'him', 'with', 'your', 'there', 'up', 'go', 'but', 'do']"
12YearsaSlavesrt,2013,8620,133.70mins,"['your', 'will', 'come', 'roll', 'master', 'platt', 'nigger', 'run', 'as', 'do']"
AmericanHustlesrt,2013,21442,134.84mins,"['right', 'do', 're', 'know', 'm', 'got', 'your', 'are', 'with', 'just']"
CaptainPhillipssrt,2013,10023,126.54mins,"['re', 'your', 'are', 'go', 'okay', 'right', 'they', 'here', 'him', 'up']"
DallasBuyersClubsrt,2013,9157,112.34mins,"['your', 're', 'm', 'got', 'are', 'font', 'they', 'here', 'know', 'if']"
DespicableMe2srt,2013,5838,93.89mins,"['gru', 'are', 'so', 're', 'here', 'm', 'okay', 'hey', 'there', 'go']"
FastFurious6srt,2013,8124,124.49mins,"['re', 'got', 'your', 'shaw', 'know', 'going', 'do', 'go', 'right', 'let']"
Frozensrt,2013,9253,101.98mins,"['m', 'go', 'but', 'love', 'anna', 'just', 'your', 'are', 'do', 'so']"
Gravitysrt,2013,5534,82.76mins,"['m', 'houston', 'okay', 'do', 're', 'copy', 'your', 'right', 'gonna', 'here']"
Hersrt,2013,13748,116.57mins,"['m', 'just', 'know', 'so', 'yeah', 're', 'your', 'are', 'okay', 'good']"
